Population Size,Crossover Probability,Mutation Probability,Generations,Best Fitness,Computation Time (s)
100.0,0.7999999999999999,0.4,100.0,0.30943473762880735,0.2716515064239502
100.0,0.7999999999999999,0.1,80.0,1.004770920416437,0.26233792304992676
50.0,0.8999999999999999,0.2,100.0,1.0794715751752921,0.11822628974914551
100.0,0.8999999999999999,0.2,100.0,1.9909758635743842,0.2362840175628662
100.0,0.7999999999999999,0.30000000000000004,100.0,2.0113909021180714,0.32238221168518066
100.0,0.7999999999999999,0.1,60.0,2.0310326652809056,0.18502354621887207
