Population Size,Crossover Probability,Mutation Probability,Generations,Best Fitness,Computation Time (s)
150.0,0.8999999999999999,0.1,300.0,0.0,1.1125471591949463
200.0,0.8999999999999999,0.1,180.0,0.0,0.9400119781494141
200.0,0.8999999999999999,0.1,280.0,0.0,1.3643314838409424
200.0,0.8999999999999999,0.30000000000000004,260.0,0.0,1.4651882648468018
250.0,0.7,0.30000000000000004,240.0,0.0,1.538228988647461
250.0,0.8999999999999999,0.1,180.0,0.0,1.15976881980896
